conversation_ID,emotion_utterance_ID,emotion,cause_utterance_ID,emotion_cause
566,13,anger,11,I thought I was making him filet mignon ?
566,13,anger,13,you bitched about it
566,14,surprise,13,"if you bitched about it , then you would stop cooking , and you would have to make your famous baked potato and Diet Coke ."
566,14,surprise,14,I really get crabby when I cook .
572,4,disgust,3,"for now , temporarily , you can call me , Clint ."
572,4,disgust,4,No way are you cool enough to pull of Clint .
572,5,sadness,4,No way are you cool enough to pull of Clint .
572,7,anger,5,what name am I cool enough to pull off ?
572,7,anger,6,"Umm , Gene ."
572,10,anger,5,what name am I cool enough to pull off ?
572,10,anger,6,"Umm , Gene ."
572,11,surprise,9,"Bye , Gene ."
572,11,surprise,10,It is Clint !
572,11,surprise,11,What up with Gene ?
577,1,joy,1,I think it is great !
577,2,joy,2,you are getting married !
577,3,joy,2,you are getting married !
577,4,joy,4,Monica and Rachel made out .
583,1,anger,1,You are coming on to the entire room !
584,3,sadness,3,I am just going through a hard time .
584,6,sadness,5,I feel blue .
584,7,sadness,9,"I said that I am totally okay with Ross getting married , but as it turns out , I do not think I am handling it all that well ."
584,8,sadness,9,"I said that I am totally okay with Ross getting married , but as it turns out , I do not think I am handling it all that well ."
584,9,sadness,9,"I said that I am totally okay with Ross getting married , but as it turns out , I do not think I am handling it all that well ."
584,10,sadness,9,"I said that I am totally okay with Ross getting married , but as it turns out , I do not think I am handling it all that well ."
584,11,sadness,9,"I said that I am totally okay with Ross getting married , but as it turns out , I do not think I am handling it all that well ."
584,15,sadness,13,"Ross and I were on again , off again , on again , off again"
584,15,sadness,14,"I just figured that somewhere down the road , we would be on again ."
584,16,joy,16,Hey !
586,2,disgust,2,"nobody likes him , and he is so cheap , he would never fly to London in a million years ."
586,6,joy,4,did I do these neat enough ?
586,6,joy,5,"Yeah , they are fine ."
586,7,surprise,7,you invited Rachel
586,9,surprise,7,So you invited Rachel then ?
586,9,surprise,8,Sure . Why not ?
586,11,sadness,11,I do not think I would be comfortable with any of my old lovers there .
586,12,fear,12,"do you think , maybe we should not invite her ?"
586,13,sadness,13,it might be a awkward for you .
591,1,surprise,1,they make these for little people
591,3,joy,3,look at this one . This is my favourite .
591,4,joy,4,that is so sweet !
591,5,joy,4,that is so sweet !
591,5,joy,5,Phoebe is gonna love dressing them in these !
591,6,sadness,6,Phoebe not gonna be the one that gets to dress them .
591,7,sadness,6,Phoebe not gonna be the one that gets to dress them .
591,7,sadness,7,she is not gonna get to keep the babies .
591,8,sadness,7,she is not gonna get to keep the babies .
591,8,sadness,8,We are throwing the most depressing baby shower ever !
591,10,joy,10,we give her all gifts she can use after she is done being pregnant .
591,12,joy,10,we give her all gifts she can use after she is done being pregnant .
591,12,joy,12,somebody can get those leather pants she is always wanted !
591,13,joy,13,she is gonna love that !
598,8,surprise,8,"Hey , Joey ?"
598,9,anger,9,Where is my ring ? My dead grandmother wedding ring ? Where is it ? Where is it ?
598,12,anger,12,"There was a ring , in a box , on my nightstand , after you left , it was gone !"
598,13,surprise,13,you guys think I stole some ring ?
598,14,anger,14,you took
598,15,surprise,14,We know you took so just ... just save yourself the time and confess !
598,16,anger,14,We know you took so just ... just save yourself the time and confess !
598,17,anger,13,you guys think I stole some ring ?
598,17,anger,14,We know you took
598,18,anger,13,you guys think I stole some ring ?
598,18,anger,14,We know you took
599,1,anger,1,"I do not get it ! It was in my room all night ! If she did not take it , and I did not take it , and you did not take it , then who did ?"
601,4,joy,4,Let do it !
601,5,joy,4,Let do it !
601,6,joy,4,Let do it !
601,7,joy,4,Let do it !
603,2,anger,2,The caterer rang and said it was going to be Chicken Kiev instead of Chicken Tarragon .
603,2,anger,3,And then the florist phoned to say there are not any tulips .
603,2,anger,4,and the chilliest has carpel ... tunel syndrome .
603,5,surprise,2,The caterer rang and said it was going to be Chicken Kiev instead of Chicken Tarragon .
603,5,surprise,3,And then the florist phoned to say there are not any tulips .
603,5,surprise,4,and the chilliest has carpel ... tunel syndrome .
604,1,joy,2,Westminster Abbey !
604,2,joy,2,Westminster Abbey !
604,8,surprise,7,they are thinking of changing the name of this place .
604,9,anger,9,Put the Camera Away ! ! !
625,2,joy,1,Can I tell you a little secret ?
625,3,joy,3,I want to keep one .
625,4,surprise,3,I want to keep one .
625,4,surprise,4,I am gonna be on the news !
630,6,joy,6,I wanna meet this guy who the best sex she ever had !
630,7,surprise,6,this guy who the best sex she ever had !
630,7,surprise,7,That is what you heard ? You said that ?
630,8,surprise,8,Why is that funny ?
630,9,joy,6,this guy who the best sex she ever had !
630,9,joy,8,I might have said that .
634,1,anger,1,I cannot make this decision ! It is too difficult .
634,2,disgust,2,make this decision with a toy
634,3,anger,2,you can not make this decision with a toy !
634,4,anger,2,you can not make this decision with a toy !
634,4,anger,4,I do not know what else to do .
634,4,anger,5,I either keep my wife and lose one of my ... my ... my best friends or I keep my friend and get divorced the second time before I am 30 !
634,5,anger,4,I do not know what else to do .
634,5,anger,5,I either keep my wife and lose one of my ... my ... my best friends or I keep my friend and get divorced the second time before I am 30 !
634,6,anger,4,I do not know what else to do .
634,6,anger,5,I either keep my wife and lose one of my ... my ... my best friends or I keep my friend and get divorced the second time before I am 30 !
634,6,anger,7,I ... I got nothing !
634,7,anger,7,I ... I got nothing !
634,8,anger,7,I ... I got nothing !
634,13,anger,11,"Magic 8 Ball , should I never see Rachel again ?"
634,13,anger,12,Ask again later .
634,13,anger,13,Later is not good enough .
634,15,anger,11,"Magic 8 Ball , should I never see Rachel again ?"
634,15,anger,12,Ask again later .
634,15,anger,14,Ask again later .
634,16,anger,11,"Magic 8 Ball , should I never see Rachel again ?"
634,16,anger,12,Ask again later .
634,16,anger,14,Ask again later .
634,17,anger,11,"Magic 8 Ball , should I never see Rachel again ?"
634,17,anger,12,Ask again later .
634,17,anger,14,Ask again later .
636,1,surprise,1,Monica ? What time is it ?
636,6,disgust,6,I am really getting tired of sneaking around .
636,8,joy,9,we went away for a whole weekend
636,10,joy,10,we would have no interruptions and we could be naked the entire time .
636,11,joy,9,what if we went away for a whole weekend ?
636,11,joy,10,we would have no interruptions and we could be naked the entire time .
636,13,joy,12,you have a chef thing .
636,13,joy,13,go to this culinary fair that they have in Jersey
643,5,sadness,5,this is over .
643,6,surprise,5,I guess this is over .
643,7,sadness,7,"you and me , it had to end sometime ."
643,8,surprise,7,"you and me , it had to end sometime ."
643,9,sadness,9,we had a fight .
643,10,surprise,7,"you and me , it had to end sometime ."
643,10,surprise,9,"Because of the weekend , we had a fight ."
643,10,surprise,10,that is crazy !
643,11,surprise,11,you give up every time you would have a fight with someone
643,12,joy,12,this is not over ?
643,13,joy,13,You are so cute !
643,14,joy,13,You are so cute !
643,16,joy,13,You are so cute !
643,18,joy,16,You deal with it and move on !
643,18,joy,17,It is nothing to freak out about .
643,19,joy,19,welcome to an adult relationship !
643,20,surprise,19,welcome to an adult relationship !
643,20,surprise,20,We are in a relationship ?
648,1,joy,1,Hi !
648,3,surprise,2,you like the short hair better .
648,3,surprise,3,Yeti ... I mean Danny ?
662,7,joy,7,Excellent ! What Rachel has shrewdly observed here
662,8,anger,8,You completely stole my answer !
662,9,sadness,8,You completely stole my answer !
662,10,anger,8,You completely stole my answer !
662,10,anger,9,that was pretty obvious .
667,1,anger,1,I did not get it !
667,2,sadness,1,I did not get it !
667,9,sadness,9,"If I did write something , what are the chances I could get those guys to star in it ?"
667,10,joy,10,I could star in it !
667,12,anger,4,You should make something happen for yourself .
667,12,anger,5,like ... like write a play .
667,12,anger,12,I can not write !
667,13,sadness,13,I do not have the discipline that takes
667,13,sadness,14,I can not do it .
667,14,sadness,14,I can not do it .
668,1,surprise,1,You would ... you would do that for me ? !
668,2,joy,1,You would ... you would do that for me ? !
668,3,joy,1,You would ... you would do that for me ? !
668,3,joy,2,Yeah !
668,5,joy,5,Done !
671,1,joy,1,Happy Holidays .
671,2,anger,2,she donated trash !
671,2,anger,2,that is trash .
671,2,anger,2,she donated trash !
671,2,anger,2,that is trash .
671,4,fear,4,The charity on fire !
671,7,surprise,7,What is this ? !
682,1,joy,1,Rachel was so good today . She did not gossip at all .
682,2,joy,1,Rachel was so good today . She did not gossip at all .
682,2,joy,3,I found something out something about someone
682,4,joy,4,this
682,5,surprise,5,you nailed the Old Lady !
682,7,anger,7,did you touch any of the guitars while you were there ?
682,9,anger,7,did you touch any of the guitars while you were there ?
682,9,anger,9,Give me your hands . Strings . Gimme it ! Pick .
682,10,sadness,9,Do you want to learn to play guitar ?
682,11,anger,7,did you touch any of the guitars while you were there ?
682,11,anger,11,do not touch one ! !
685,1,joy,1,I can not wait to be with you !
685,5,joy,5,"your nickname is , Mr . Big"
685,6,disgust,5,"your nickname is , Mr . Big"
691,4,surprise,3,it is not that big of a deal
691,4,surprise,4,you would say that !
691,6,anger,3,it is not that big of a deal
691,6,anger,6,This is a huge deal !
691,8,surprise,8,Is he romantic with her ?
691,10,surprise,10,Are they in love ?
691,12,sadness,8,Is he romantic with her ?
691,12,sadness,9,I do not know .
691,12,sadness,10,Are they in love ?
691,12,sadness,11,I do not know .
691,12,sadness,12,You do not know anything .
691,13,surprise,13,I know one thing !
691,14,surprise,13,I know one thing !
702,1,surprise,1,A purse ?
702,9,joy,9,that
705,5,anger,4,Sit .
716,5,anger,4,"too me he is just , man ."
716,6,disgust,5,"Okay , fine , whatever . Welcome to the building ."
718,1,surprise,1,I thought this was your party and it turns out it is a party for Howard .
718,2,joy,2,thanks for chipping in !
718,3,surprise,3,You chipped in ? !
718,5,surprise,3,You chipped in ? !
718,5,surprise,4,"Yeah , uh ... huh , a 100 dollars ."
718,5,surprise,5,I can not believe you gave them money ! I thought you agreed it was totally unreasonable that they asked me for that money !
718,6,surprise,5,I can not believe you gave them money ! I thought you agreed it was totally unreasonable that they asked me for that money !
718,6,surprise,6,they did not ask me !
718,8,joy,8,"This way I am just you know , the exotic , generous stranger ."
718,8,joy,9,That is always fun to be .
718,9,joy,8,"This way I am just you know , the exotic , generous stranger ."
718,9,joy,9,That is always fun to be .
718,10,anger,10,you are making me look bad !
718,11,anger,10,you are making me look bad !
718,12,anger,10,you are making me look bad !
718,13,joy,13,I am making you look better !
718,14,joy,13,I am making you look better !
718,15,joy,15,"hey , Pheebs !"
718,16,joy,15,"hey , Pheebs !"
718,16,joy,16,Hey !
718,17,joy,17,"hey , Ross ."
718,18,joy,18,maybe you two could switch apartments because Phoebe more our kind of people .
718,20,sadness,18,I was thinking maybe you two could switch apartments because Phoebe more our kind of people .
722,1,joy,1,I love doing crossword puzzles with you honey !
722,2,joy,1,I love doing crossword puzzles with you
722,2,joy,2,Now let finish this and go to bed .
722,5,joy,5,You are so smart ! I love you .
722,6,joy,5,You are so smart ! I love you .
722,6,joy,6,I love you too .
724,3,sadness,2,did not you say that there was an elevator in here ?
724,3,sadness,3,"Uhh , yes I did but there is not ."
724,5,sadness,5,There is no more left
724,8,joy,8,You can do it !
724,9,joy,9,You can do it !
733,4,joy,3,I am kidding .
733,4,joy,4,She is kidding
733,4,joy,4,now I am kidding !
733,4,joy,4,She is kidding
733,4,joy,4,now I am kidding !
733,5,joy,4,"She is kidding , but do not ever disagree with her again . Okay , now I am kidding !"
733,5,joy,5,what a fun office .
733,9,sadness,9,he would always tell me just horror stories
744,2,joy,1,you wanna get some dinner ?
744,3,joy,3,"If I heard a shot right now , I would throw my body on you ."
744,4,joy,3,"If I heard a shot right now , I would throw my body on you ."
744,5,joy,4,maybe you and I should take a walk through a bad neighborhood .
749,2,surprise,2,what are you doing here ?
749,4,surprise,3,I am here to report a crime .
749,10,surprise,7,you thinking about asking Phoebe to move in with you
749,10,surprise,10,you live with Phoebe
750,1,anger,1,throwing it so hard !
750,2,surprise,2,Four hours ? You guys have been doing this for four hours ?
750,3,joy,2,You guys have been doing this for four hours
750,5,fear,4,let me in .
750,6,surprise,4,let me in .
750,6,surprise,5,No ... no ! Do not do it ! Do not !
750,7,anger,7,He is a dropper !
750,8,fear,7,He is a dropper !
750,9,anger,7,He is a dropper !
750,11,anger,10,It is really a uh ... uh three person game
750,13,surprise,13,That is so hard .
750,16,anger,16,I do not know what I am going to do with this thing !
752,1,joy,1,that was great ! Huh ? Can you believe how long we threw that ball around ?
752,5,anger,5,how did I get this reputation as a dropper ?
758,1,joy,1,"Hey Monica , it is Joey !"
758,2,joy,1,"Hey Monica , it is Joey !"
758,2,joy,2,you remembered even though you are a big star !
758,6,joy,6,Do you have a chair with your name on it ?
758,12,joy,12,"Everybody smile ! Okay , thanks a lot ! Enjoy your stay at Caesar !"
759,1,anger,1,You have not been taking my calls in a week !
759,2,anger,2,come out here
759,3,surprise,3,what was that ?
761,11,joy,11,The physical act of love .
761,12,surprise,11,The physical act of love .
761,13,surprise,12,What ? ! Are you crazy ?
761,13,surprise,13,you were not trying to entice me just now with your ... your nakedness ?
761,14,surprise,14,you saw me ? !
761,15,sadness,15,You were not trying to entice me with your nakedness .
761,16,disgust,13,you were not trying to entice me just now with your ... your nakedness ?
761,16,disgust,16,you actually thought I wanted to have sex with you ? !
761,17,sadness,15,You were not trying to entice me with your nakedness .
761,17,sadness,16,you actually thought I wanted to have sex with you ? !
766,1,joy,1,Welcome to Las Vegas .
766,2,joy,2,Enjoy your flight ?
766,3,joy,2,Enjoy your flight ?
766,3,joy,3,"Yes , I did . Thank you very much , it was excellent ."
766,5,joy,5,it was the best !
779,4,surprise,4,Why are we in bed together ?
779,5,sadness,4,Why are we in bed together ?
779,6,fear,4,Why are we in bed together ?
779,6,fear,6,Do ... do you have any clothes on ?
779,8,surprise,6,Do ... do you have any clothes on ?
779,8,surprise,7,Yes .
779,9,sadness,4,Why are we in bed together ?
779,9,sadness,6,Do ... do you have any clothes on ?
779,9,sadness,9,No .
779,10,sadness,4,Why are we in bed together ?
779,10,sadness,6,Do ... do you have any clothes on ?
779,10,sadness,9,No .
779,11,fear,11,"we ... we did not have ... sex ... uh , did we ?"
779,12,sadness,12,"I do not remember much about last night , it was such a blur ."
779,13,joy,13,I remember laughing ! I laughed a lot .
779,15,disgust,15,we were really drunk .
789,1,sadness,1,when I come home and you are not here .
789,2,sadness,1,when I come home and you are not here .
789,2,sadness,2,No more Joey and Chan .
789,3,sadness,1,when I come home and you are not here .
789,3,sadness,2,No more Joey and Chan .
789,3,sadness,3,No more J and C .
789,5,anger,5,its not there .
789,7,sadness,7,we will not be able to like get up in the middle of the night and have those long talks about our feelings and the future .
790,1,surprise,1,you are upset because you did not make your best friend cry ?
790,4,anger,5,Are ... are ... are Rachel and I not as close as you guys ? !
790,4,anger,6,do we not have as much fun ? !
790,4,anger,7,Do not I deserve a few tears ? ! !
790,5,anger,5,Are ... are ... are Rachel and I not as close as you guys ? !
790,5,anger,6,do we not have as much fun ? !
790,5,anger,7,Do not I deserve a few tears ? ! !
790,6,anger,5,Are ... are ... are Rachel and I not as close as you guys ? !
790,6,anger,6,do we not have as much fun ? !
790,6,anger,7,Do not I deserve a few tears ? ! !
790,7,anger,5,Are ... are ... are Rachel and I not as close as you guys ? !
790,7,anger,6,do we not have as much fun ? !
790,7,anger,7,Do not I deserve a few tears ? ! !
790,8,sadness,7,Do not I deserve a few tears ? ! !
790,8,sadness,8,"we ... we told Joey , he cried his eyes out !"
790,9,anger,8,he cried his eyes out !
790,10,anger,8,he cried his eyes out !
790,11,sadness,12,It is like the end of an era !
790,12,sadness,12,It is like the end of an era !
790,13,sadness,12,It is like the end of an era !
790,13,sadness,13,No more J ... man and Channie !
790,14,anger,13,No more J ... man and Channie !
790,14,anger,14,who calls us that ? !
793,3,joy,2,we should have a beautiful guest room
793,3,joy,3,With a mahogany sleigh bed and bedside tables with flowers on them all the time !
793,3,joy,4,And we could have a roll top desk with comment cards on them so people could say how much they loved staying here ! !
793,4,joy,2,we should have a beautiful guest room
793,4,joy,3,With a mahogany sleigh bed and bedside tables with flowers on them all the time !
793,4,joy,4,And we could have a roll top desk with comment cards on them so people could say how much they loved staying here ! !
793,6,joy,6,I like that idea .
793,7,joy,4,we could have a roll top desk with comment cards on them so people could say how much they loved staying here ! !
793,7,joy,6,I like that idea .
793,12,joy,11,"so you mean no as in , "" Gee Chandler , what an interesting idea . Let discuss it before we reject it completely . """
793,12,joy,12,"Of course I mean that . Interesting idea , umm , talk about it"
793,14,joy,14,The beautiful guest room is gonna be filled with antiques .
793,15,anger,14,I just do not think arcade games go in the beautiful guest room . The beautiful guest room is gonna be filled with antiques .
793,16,anger,14,I just do not think arcade games go in the beautiful guest room . The beautiful guest room is gonna be filled with antiques .
793,16,anger,15,Which is why Asteroids is perfect ! It’s the oldest game !
793,16,anger,16,What do you have against the beautiful guest room ?
793,17,anger,14,I just do not think arcade games go in the beautiful guest room . The beautiful guest room is gonna be filled with antiques .
793,18,anger,17,"I do not have anything against the beautiful guest room , especially since everybody we know lives about 30 seconds away !"
793,18,anger,18,Are you mocking me ?
793,19,disgust,14,I just do not think arcade games go in the beautiful guest room . The beautiful guest room is gonna be filled with antiques .
793,19,disgust,18,Are you mocking me ?
799,1,joy,1,Hey !
799,1,joy,1,I was just clearing some space for your stuff .
799,1,joy,1,Hey !
799,1,joy,1,I was just clearing some space for your stuff .
799,2,sadness,2,she and Chandler had a big fight and they are not moving in .
799,3,surprise,2,they are not moving in .
799,3,surprise,3,they are not moving in ?
799,5,surprise,4,they just had a big blowout over what to do with my room .
799,6,joy,6,I do not have to move in here !
799,7,joy,6,I do not have to move in here !
799,7,joy,7,that part great !
800,1,anger,1,"What all this about you guys fighting ? ! Is this really over a room ? ! I mean , that is so silly !"
800,3,sadness,3,two people I care about very much be hurt over something that is so silly .
800,4,anger,3,two people I care about very much be hurt over something that is so silly .
800,4,anger,4,enough of the silliness !
800,5,anger,4,enough of the silliness !
800,5,anger,5,why do not you tell her to stop being silly !
800,8,sadness,8,Do you really want to throw that all away over a room ?
800,9,sadness,8,Do you really want to throw that all away over a room ?
800,9,sadness,9,That is so silly .
800,12,joy,11,"we are fond of the silliness , but we also have a soft spot for the love ."
800,12,joy,12,Love is the best medicine .
800,20,joy,16,"Chandler you ... you wanna live with Monica , right ?"
800,20,joy,17,"Yeah , I do ."
800,20,joy,18,"And Mon , you wanna live with Chandler , do not you ?"
800,20,joy,19,Yes .
801,3,surprise,2,"Rach , why do not you just move in with me ?"
801,5,disgust,5,you are thinking about Naked Wednesday .
801,6,anger,5,unless you are thinking about Naked Wednesday .
801,6,anger,6,"Thursday clearly not good for you , pick a day !"
807,2,surprise,2,This sounds like a hernia .
807,3,anger,2,This sounds like a hernia . You have to ... you ... you ... Go to the doctor !
807,4,fear,4,"if I have to go to the doctor for anything , it is gonna be for this thing sticking out of my stomach !"
807,5,disgust,5,Why did I have to start working out again ?
807,6,anger,5,Why did I have to start working out again ?
809,2,anger,1,Gimme them !
809,2,anger,2,No ! They are mine !
809,3,anger,1,Gimme them !
809,3,anger,2,No ! They are mine !
809,3,anger,3,You stole them from me !
809,4,anger,3,You stole them from me !
809,4,anger,4,You stole them from me ! !
809,5,anger,3,You stole them from me !
809,5,anger,4,You stole them from me ! !
809,8,anger,8,Why did I have to speak in a British accent ? !
809,13,surprise,12,they are probably not even listening to you !
809,13,surprise,13,They are not listening to me ?
809,15,sadness,15,you really think I should try this phasing out thing ?
813,1,surprise,1,Have you really done this before ?
813,2,joy,1,Have you really done this before ?
813,2,joy,2,Yeah !
813,3,joy,1,Have you really done this before ?
813,3,joy,3,Yeah !
813,4,joy,1,Have you really done this before ?
813,4,joy,4,Yeah !
813,7,joy,7,Hey !
813,8,joy,8,Hey ... hey ... hey !
813,10,joy,10,We are just celebrating that Joey got his health insurance back .
816,3,joy,3,it is going great . Look at Chandler with little baby girl Chandler .
816,7,fear,7,we kinda have a situation over here too .
816,10,surprise,9,we should really be playing a zone defense .
816,10,surprise,10,What do you mean ?
817,4,sadness,3,you are seeking an annulment on the grounds that Mr . Geller is mentally unstable .
817,4,sadness,4,I am mentally unstable .
817,6,surprise,5,Mr . Geller is intravenous drug user .
817,8,anger,5,Mr . Geller is intravenous drug user .
817,8,anger,7,"Uh yes , heroin and crack ."
817,11,sadness,10,it also says here that you lied about your sexual preference before marriage ?
817,12,sadness,10,you lied about your sexual preference before marriage
821,7,sadness,7,I did not mean to scare you .
821,11,sadness,11,I broke it .
821,15,fear,15,Why are there only two of you ?
821,16,fear,16,Where is Leslie ?
821,19,fear,19,Where are you Leslie ?
833,2,sadness,2,I repel women .
833,4,surprise,3,You can not come in here ! R ... r ... r ... r ... Ross is naked .
836,1,fear,1,do not ... do not be mad okay ?
836,3,sadness,3,"I moved everything around and then I forgot where it , where it went back"
836,4,surprise,4,are you afraid of me or something ?
836,4,surprise,3,"I am sorry , I am very sorry , I am sorry , I am sorry ."
836,5,fear,5,Do you want me to be afraid of you ?
836,6,joy,7,"Chandler what you did , it is , it is a wonderful thing and I really appreciate it ."
836,7,joy,7,"Chandler what you did , it is , it is a wonderful thing and I really appreciate it ."
836,9,surprise,7,"Chandler what you did , it is , it is a wonderful thing and I really appreciate it ."
836,9,surprise,8,"I know I have this weird thing where I want everything to be in the perfect place , but I would never expect you to worry about that ."
836,11,joy,7,"Chandler what you did , it is , it is a wonderful thing and I really appreciate it ."
836,11,joy,8,"I know I have this weird thing where I want everything to be in the perfect place , but I would never expect you to worry about that ."
836,11,joy,11,you are the best .
838,6,disgust,6,It tastes like feet !
838,7,joy,7,I like it .
838,8,surprise,7,I like it .
844,4,joy,4,we should stick to the routine
844,5,joy,5,we are back ! Ten seconds left here we go !
844,8,joy,8,Year ! Happy No Year !
858,5,sadness,5,"you guys , with this joke ."
858,5,sadness,5,I am not even sure I got it .
858,5,sadness,5,"you guys , with this joke ."
858,5,sadness,5,I am not even sure I got it .
858,6,surprise,5,I am not even sure I got it .
858,7,surprise,5,I am not even sure I got it .
858,7,surprise,7,You did not get it ?
858,8,joy,8,The doctor is a monkey .
858,9,joy,8,The doctor is a monkey .
858,9,joy,9,And monkeys can not write out prescriptions .
858,10,anger,10,laugh at my joke
858,11,anger,10,You are not allowed to laugh at my joke .
859,1,anger,1,"you stole my joke , and you stole my money ."
859,3,disgust,1,"you stole my joke , and you stole my money ."
859,3,disgust,2,I will show the sexy teller that I am a published writer .
859,3,disgust,3,you stole the joke .
859,4,surprise,4,"what are you going to do , follow me down there ?"
859,5,joy,4,"what are you going to do , follow me down there ?"
859,5,joy,5,Yeah !
859,9,sadness,9,"I can not pay for this right now because I am not working , so I have had to cut down on some luxuries like uh , payin for stuff ."
859,13,sadness,13,"And to go from that to this , I just ... Plus , I would have to wait on all my friends ."
859,14,joy,14,you get to stare at Rachel as much as you want .
859,15,surprise,14,you get to stare at Rachel as much as you want .
862,10,disgust,10,You are both idiots .
862,10,disgust,11,"The joke is not funny , and it is offensive to women , and doctors , and monkeys !"
862,11,disgust,11,"The joke is not funny , and it is offensive to women , and doctors , and monkeys !"
862,12,anger,11,"The joke is not funny , and it is offensive to women , and doctors , and monkeys !"
862,12,anger,12,"You should not be arguing over who gets credit , you should be arguing over who gets blamed for inflicting this horrible joke upon the world !"
862,12,anger,14,The joke sucks !
862,13,anger,14,The joke sucks !
862,14,anger,14,The joke sucks !
862,16,anger,14,The joke sucks !
862,16,anger,15,It is your joke .
864,3,joy,2,I am ... I am a slut .
864,3,joy,3,Me too .
864,4,joy,4,Hi Jill !
864,5,joy,5,Hey !
864,6,joy,6,Hi .
864,8,surprise,8,"you ... you are not at home , you are ... you are ... you are right here ."
864,9,joy,9,I bet you thought it would be weird . But it is not !
867,5,joy,3,Are you Phoebe Buffay ?
867,5,joy,4,Yeah .
867,5,joy,5,"Can ... can I get your autograph , I am your biggest fan ."
879,2,disgust,2,"it is so easy for you I mean , you are not married , you get to have sex with who ever you want !"
879,3,joy,2,"you are not married , you get to have sex with who ever you want !"
879,3,joy,3,I do ! I mean all the time
879,4,surprise,4,you have done it right ?
879,5,joy,4,you have done it right ?
879,5,joy,5,Of course I have !
879,6,surprise,6,You are a 30 year old virgin !
879,7,disgust,6,Oh my God ! You are a 30 year old virgin !
879,13,surprise,11,"He is not perfect , but umm , I think maybe I should just get it over with ."
879,13,surprise,13,you have waited long enough ! !
879,14,surprise,13,"Do it ! ! Honey , you have waited long enough ! !"
879,18,anger,18,it is okay for you to cheat on your husband !
879,19,anger,18,I am never gonna think it is okay for you to cheat on your husband !
883,1,joy,1,it is just so realistic !
883,3,joy,3,I get it ! !
883,5,surprise,4,do you ... ready for a refill ?
883,5,surprise,5,It is like it is raining !
883,6,joy,5,It is like it is raining !
883,6,joy,6,Pretty cool
883,10,joy,10,if someone told me a week ago that I would be peeing in Joey Tribbiani apartment
883,11,joy,10,if someone told me a week ago that I would be peeing in Joey Tribbiani apartment
885,1,joy,1,Hey !
885,2,joy,1,Hey !
885,2,joy,2,Hey !
885,3,joy,3,this chick I scored with last night
885,4,joy,3,Let me tell you about this chick I scored with last night ! Oh no wait a minute that was you !
885,7,sadness,5,"you uh , want to do something tonight ?"
885,7,sadness,6,Oh I can not . Dr . Roger is coming over again .
885,8,joy,6,Dr . Roger is coming over again .
885,9,joy,6,Dr . Roger is coming over again .
885,10,joy,6,Dr . Roger is coming over again .
885,10,joy,10,"you are still seeing him and uh , he is a good guy ."
885,13,joy,12,Are you okay ?
885,13,joy,13,Yeah ! Totally !
885,14,joy,14,"It is so amazing ! I mean , last time Dr . Roger came over , I was so nervous , but after being with you I’m all like , "" Can the doctor see me now ? """
885,16,joy,14,"It is so amazing ! I mean , last time Dr . Roger came over , I was so nervous , but after being with you I’m all like , "" Can the doctor see me now ? """
885,17,joy,16,Are you sure you are okay ?
885,17,joy,17,"Oh yeah ! Yeah ! Do not worry about me , I will be fine !"
886,2,surprise,2,She is gay . Oh my God . She is so gay !
886,3,sadness,2,She is gay . Oh my God . She is so gay !
886,3,sadness,4,your husband cheated on you .
886,3,sadness,5,your wife is gay .
886,4,sadness,4,your husband cheated on you .
886,5,sadness,5,your wife is gay .
886,6,sadness,5,your wife is gay .
889,1,surprise,1,What the hell was that ? !
889,3,disgust,1,What the hell was that ? !
889,3,disgust,2,A lesson in the importance of unagi .
889,3,disgust,3,you’re a freak ! !
889,4,anger,4,at what point during those girlish screams would you have begun to kick my ass ?
889,4,anger,3,you’re a freak ! !
889,5,anger,4,"I am curious , at what point during those girlish screams would you have begun to kick my ass ?"
889,5,anger,5,we were not prepared !
891,6,sadness,8,I did not make it !
891,7,sadness,8,I did not make it !
891,8,sadness,8,I did not make it !
891,9,sadness,8,I did not make it !
891,9,sadness,10,I totally forgot about tonight and the fact that we are supposed to make the presents !
891,10,sadness,10,I totally forgot about tonight and the fact that we are supposed to make the presents !
891,12,sadness,10,I totally forgot about tonight and the fact that we are supposed to make the presents !
891,13,sadness,10,I totally forgot about tonight and the fact that we are supposed to make the presents !
891,14,sadness,10,I totally forgot about tonight and the fact that we are supposed to make the presents !
891,15,sadness,10,I totally forgot about tonight and the fact that we are supposed to make the presents !
891,16,sadness,10,I totally forgot about tonight and the fact that we are supposed to make the presents !
891,16,sadness,15,You went through all this time and effort to make this tape for me !
891,17,sadness,10,I totally forgot about tonight and the fact that we are supposed to make the presents !
891,18,joy,18,"I ... I am going to cook you anything you want in here , and I am going to do anything you want in there !"
896,2,joy,2,It is a great class .
896,6,fear,6,the woman tripped you and then pinned you to the floor
896,9,surprise,8,What would you do next ?
896,9,surprise,9,Who ? Me the attacker ?
901,4,surprise,3,most of the damage is pretty mostly contained in the bedrooms .
901,5,surprise,3,most of the damage is pretty mostly contained in the bedrooms .
901,7,surprise,6,do you think I can borrow your uniform this Thursday ?
901,8,anger,6,do you think I can borrow your uniform this Thursday ?
901,9,sadness,9,how bad is it ?
901,10,sadness,10,it is bad . It is really bad . The only thing in there that is not burned is an ax . Which I do not remember buying !
901,12,sadness,12,Everything ruined .
